"kd_jenis_prw","nm_perawatan"
"SOMPO000180","OS Calcaneus"
"SUMDAS000175","OS Calcaneus"
"SUMDAS000176","OS Calcaneus"
"SUMDAS000177","OS Calcaneus"
"SUMDAS000178","OS Calcaneus"
"SUMDAS000179","OS Calcaneus"
"SUMDAS000180","OS Calcaneus"
"SUNDAY000175","OS Calcaneus"
"SUNDAY000176","OS Calcaneus"
"SUNDAY000177","OS Calcaneus"
"SUNDAY000178","OS Calcaneus"
"SUNDAY000179","OS Calcaneus"
"SUNDAY000180","OS Calcaneus"
"SUNPDSA000175","OS Calcaneus"
"SUNPDSA000176","OS Calcaneus"
"SUNPDSA000177","OS Calcaneus"
"SUNPDSA000178","OS Calcaneus"
"SUNPDSA000179","OS Calcaneus"
"SUNPDSA000180","OS Calcaneus"
"SWPIA000175","OS Calcaneus"
"SWPIA000176","OS Calcaneus"
"SWPIA000177","OS Calcaneus"
"SWPIA000178","OS Calcaneus"
"SWPIA000179","OS Calcaneus"
"SWPIA000180","OS Calcaneus"
"TAKAFUL000175","OS Calcaneus"
"TAKAFUL000176","OS Calcaneus"
"TAKAFUL000177","OS Calcaneus"
"TAKAFUL000178","OS Calcaneus"
"TAKAFUL000179","OS Calcaneus"
"TAKAFUL000180","OS Calcaneus"
"TEMED000175","OS Calcaneus"
"TEMED000176","OS Calcaneus"
"TEMED000177","OS Calcaneus"
"TEMED000178","OS Calcaneus"
"TEMED000179","OS Calcaneus"
"TEMED000180","OS Calcaneus"
"TIMEDC000175","OS Calcaneus"
"TIMEDC000176","OS Calcaneus"
"TIMEDC000177","OS Calcaneus"
"TIMEDC000178","OS Calcaneus"
"TIMEDC000179","OS Calcaneus"
"TIMEDC000180","OS Calcaneus"
"TOMAR000175","OS Calcaneus"
"TOMAR000176","OS Calcaneus"
"TOMAR000177","OS Calcaneus"
"TOMAR000178","OS Calcaneus"
"TOMAR000179","OS Calcaneus"
"TOMAR000180","OS Calcaneus"
"TRAUT000175","OS Calcaneus"
"TRAUT000176","OS Calcaneus"
"TRAUT000177","OS Calcaneus"
"TRAUT000178","OS Calcaneus"
"TRAUT000179","OS Calcaneus"
"TRAUT000180","OS Calcaneus"
"YAKES000175","OS Calcaneus"
"YAKES000176","OS Calcaneus"
"YAKES000177","OS Calcaneus"
"YAKES000178","OS Calcaneus"
"YAKES000179","OS Calcaneus"
"YAKES000180","OS Calcaneus"
"ZURAD000175","OS Calcaneus"
"ZURAD000176","OS Calcaneus"
"ZURAD000177","OS Calcaneus"
"ZURAD000178","OS Calcaneus"
"ZURAD000179","OS Calcaneus"
"ZURAD000180","OS Calcaneus"
"ZURME000175","OS Calcaneus"
"ZURME000176","OS Calcaneus"
"ZURME000177","OS Calcaneus"
"ZURME000178","OS Calcaneus"
"ZURME000179","OS Calcaneus"
"ZURME000180","OS Calcaneus"
"AAA000181","OS Coccygis"
"AAA000182","OS Coccygis"
"AAA000183","OS Coccygis"
"AAA000184","OS Coccygis"
"AAA000185","OS Coccygis"
"AAA000186","OS Coccygis"
"ABDA000181","OS Coccygis"
"ABDA000182","OS Coccygis"
"ABDA000183","OS Coccygis"
"ABDA000184","OS Coccygis"
"ABDA000185","OS Coccygis"
"ABDA000186","OS Coccygis"
"ACADM000181","OS Coccygis"
"ACADM000182","OS Coccygis"
"ACADM000183","OS Coccygis"
"ACADM000184","OS Coccygis"
"ACADM000185","OS Coccygis"
"ACADM000186","OS Coccygis"
"ACPHLT000181","OS Coccygis"
"ACPHLT000182","OS Coccygis"
"ACPHLT000183","OS Coccygis"
"ACPHLT000184","OS Coccygis"
"ACPHLT000185","OS Coccygis"
"ACPHLT000186","OS Coccygis"
"ACPRM000181","OS Coccygis"
"ACPRM000182","OS Coccygis"
"ACPRM000183","OS Coccygis"
"ACPRM000184","OS Coccygis"
"ACPRM000185","OS Coccygis"
"ACPRM000186","OS Coccygis"
"ADIRA000181","OS Coccygis"
"ADIRA000182","OS Coccygis"
"ADIRA000183","OS Coccygis"
"ADIRA000184","OS Coccygis"
"ADIRA000185","OS Coccygis"
"ADIRA000186","OS Coccygis"
"ADM000181","OS Coccygis"
"ADM000182","OS Coccygis"
"ADM000183","OS Coccygis"
"ADM000184","OS Coccygis"
"ADM000185","OS Coccygis"
"ADM000186","OS Coccygis"
"AIA000181","OS Coccygis"
"AIA000182","OS Coccygis"
"AIA000183","OS Coccygis"
"AIA000184","OS Coccygis"
"AIA000185","OS Coccygis"
"AIA000186","OS Coccygis"
"ALLI000181","OS Coccygis"
"ALLI000182","OS Coccygis"
"ALLI000183","OS Coccygis"
"ALLI000184","OS Coccygis"
"ALLI000185","OS Coccygis"
"ALLI000186","OS Coccygis"
"ANGPUR000181","OS Coccygis"
"ANGPUR000182","OS Coccygis"
"ANGPUR000183","OS Coccygis"
"ANGPUR000184","OS Coccygis"
"ANGPUR000185","OS Coccygis"
"ANGPUR000186","OS Coccygis"
"ANUMAP000181","OS Coccygis"
"ANUMAP000182","OS Coccygis"
"ANUMAP000183","OS Coccygis"
"ANUMAP000184","OS Coccygis"
"ANUMAP000185","OS Coccygis"
"ANUMAP000186","OS Coccygis"
"ASIAS000181","OS Coccygis"
"ASIAS000182","OS Coccygis"
"ASIAS000183","OS Coccygis"
"ASIAS000184","OS Coccygis"
"ASIAS000185","OS Coccygis"
"ASIAS000186","OS Coccygis"
"ASKRI000181","OS Coccygis"
"ASKRI000182","OS Coccygis"
"ASKRI000183","OS Coccygis"
"ASKRI000184","OS Coccygis"
"ASKRI000185","OS Coccygis"
"ASKRI000186","OS Coccygis"
"ASTBUA000181","OS Coccygis"
"ASTBUA000182","OS Coccygis"
"ASTBUA000183","OS Coccygis"
"ASTBUA000184","OS Coccygis"
"ASTBUA000185","OS Coccygis"
"ASTBUA000186","OS Coccygis"
"ASTVIV000181","OS Coccygis"
"ASTVIV000182","OS Coccygis"
"ASTVIV000183","OS Coccygis"
"ASTVIV000184","OS Coccygis"
"ASTVIV000185","OS Coccygis"
"ASTVIV000186","OS Coccygis"
"AVRIST000181","OS Coccygis"
"AVRIST000182","OS Coccygis"
"AVRIST000183","OS Coccygis"
"AVRIST000184","OS Coccygis"
"AVRIST000185","OS Coccygis"
"AVRIST000186","OS Coccygis"
"AXMAN000181","OS Coccygis"
"AXMAN000182","OS Coccygis"
"AXMAN000183","OS Coccygis"
"AXMAN000184","OS Coccygis"
"AXMAN000185","OS Coccygis"
"AXMAN000186","OS Coccygis"
"AXRAL000181","OS Coccygis"
"AXRAL000182","OS Coccygis"
"AXRAL000183","OS Coccygis"
"AXRAL000184","OS Coccygis"
"AXRAL000185","OS Coccygis"
"AXRAL000186","OS Coccygis"
"BCA000181","OS Coccygis"
"BCA000182","OS Coccygis"
"BCA000183","OS Coccygis"
"BCA000184","OS Coccygis"
"BCA000185","OS Coccygis"
"BCA000186","OS Coccygis"
"BLI000181","OS Coccygis"
"BLI000182","OS Coccygis"
"BLI000183","OS Coccygis"
"BLI000184","OS Coccygis"
"BLI000185","OS Coccygis"
"BLI000186","OS Coccygis"
"BNLI000181","OS Coccygis"
"BNLI000182","OS Coccygis"
"BNLI000183","OS Coccygis"
"BNLI000184","OS Coccygis"
"BNLI000185","OS Coccygis"
"BNLI000186","OS Coccygis"
"BOSAD000181","OS Coccygis"
"BOSAD000182","OS Coccygis"
"BOSAD000183","OS Coccygis"
"BOSAD000184","OS Coccygis"
"BOSAD000185","OS Coccygis"
"BOSAD000186","OS Coccygis"
"BRLII000181","OS Coccygis"
"BRLII000182","OS Coccygis"
"BRLII000183","OS Coccygis"
"BRLII000184","OS Coccygis"
"BRLII000185","OS Coccygis"
"BRLII000186","OS Coccygis"
"BUMDA000181","OS Coccygis"
"BUMDA000182","OS Coccygis"
"BUMDA000183","OS Coccygis"
"BUMDA000184","OS Coccygis"
"BUMDA000185","OS Coccygis"
"BUMDA000186","OS Coccygis"
"CADM000181","OS Coccygis"
"CADM000182","OS Coccygis"
"CADM000183","OS Coccygis"
"CADM000184","OS Coccygis"
"CADM000185","OS Coccygis"
"CADM000186","OS Coccygis"
"CAR000181","OS Coccygis"
"CAR000182","OS Coccygis"
"CAR000183","OS Coccygis"
"CAR000184","OS Coccygis"
"CAR000185","OS Coccygis"
"CAR000186","OS Coccygis"
"CHBB000181","OS Coccygis"
"CHBB000182","OS Coccygis"
"CHBB000183","OS Coccygis"
"CHBB000184","OS Coccygis"
"CHBB000185","OS Coccygis"
"CHBB000186","OS Coccygis"
"CHIN000181","OS Coccygis"
"CHIN000182","OS Coccygis"
"CHIN000183","OS Coccygis"
"CHIN000184","OS Coccygis"
"CHIN000185","OS Coccygis"
"CHIN000186","OS Coccygis"
"CLIFEA000181","OS Coccygis"
"CLIFEA000182","OS Coccygis"
"CLIFEA000183","OS Coccygis"
"CLIFEA000184","OS Coccygis"
"CLIFEA000185","OS Coccygis"
"CLIFEA000186","OS Coccygis"
"CMNP000181","OS Coccygis"
"CMNP000182","OS Coccygis"
"CMNP000183","OS Coccygis"
"CMNP000184","OS Coccygis"
"CMNP000185","OS Coccygis"
"CMNP000186","OS Coccygis"
"DAYIN000181","OS Coccygis"
"DAYIN000182","OS Coccygis"
"DAYIN000183","OS Coccygis"
"DAYIN000184","OS Coccygis"
"DAYIN000185","OS Coccygis"
"DAYIN000186","OS Coccygis"
"EKALI000181","OS Coccygis"
"EKALI000182","OS Coccygis"
"EKALI000183","OS Coccygis"
"EKALI000184","OS Coccygis"
"EKALI000185","OS Coccygis"
"EKALI000186","OS Coccygis"
"EQUITY000181","OS Coccygis"
"EQUITY000182","OS Coccygis"
"EQUITY000183","OS Coccygis"
"EQUITY000184","OS Coccygis"
"EQUITY000185","OS Coccygis"
"EQUITY000186","OS Coccygis"
"FULLTON000181","OS Coccygis"
"FULLTON000182","OS Coccygis"
"FULLTON000183","OS Coccygis"
"FULLTON000184","OS Coccygis"
"FULLTON000185","OS Coccygis"
"FULLTON000186","OS Coccygis"
"FWDLi000181","OS Coccygis"
"FWDLi000182","OS Coccygis"
"FWDLi000183","OS Coccygis"
"FWDLi000184","OS Coccygis"
"FWDLi000185","OS Coccygis"
"FWDLi000186","OS Coccygis"
"GENE000181","OS Coccygis"
"GENE000182","OS Coccygis"
"GENE000183","OS Coccygis"
"GENE000184","OS Coccygis"
"GENE000185","OS Coccygis"
"GENE000186","OS Coccygis"
"GRAST000181","OS Coccygis"
"GRAST000182","OS Coccygis"
"GRAST000183","OS Coccygis"
"GRAST000184","OS Coccygis"
"GRAST000185","OS Coccygis"
"GRAST000186","OS Coccygis"
"HADOC000181","OS Coccygis"
"HADOC000182","OS Coccygis"
"HADOC000183","OS Coccygis"
"HADOC000184","OS Coccygis"
"HADOC000185","OS Coccygis"
"HADOC000186","OS Coccygis"
"HARTA000181","OS Coccygis"
"HARTA000182","OS Coccygis"
"HARTA000183","OS Coccygis"
"HARTA000184","OS Coccygis"
"HARTA000185","OS Coccygis"
"HARTA000186","OS Coccygis"
"HLGRP000181","OS Coccygis"
"HLGRP000182","OS Coccygis"
"HLGRP000183","OS Coccygis"
"HLGRP000184","OS Coccygis"
"HLGRP000185","OS Coccygis"
"HLGRP000186","OS Coccygis"
"ILGASP000181","OS Coccygis"
"ILGASP000182","OS Coccygis"
"ILGASP000183","OS Coccygis"
"ILGASP000184","OS Coccygis"
"ILGASP000185","OS Coccygis"
"ILGASP000186","OS Coccygis"
"INTASIA000181","OS Coccygis"
"INTASIA000182","OS Coccygis"
"INTASIA000183","OS Coccygis"
"INTASIA000184","OS Coccygis"
"INTASIA000185","OS Coccygis"
"INTASIA000186","OS Coccygis"
"JBASU000181","OS Coccygis"
"JBASU000182","OS Coccygis"
"JBASU000183","OS Coccygis"
"JBASU000184","OS Coccygis"
"JBASU000185","OS Coccygis"
"JBASU000186","OS Coccygis"
"JBR2400181","OS Coccygis"
"JBR2400182","OS Coccygis"
"JBR2400183","OS Coccygis"
"JBR2400184","OS Coccygis"
"JBR2400185","OS Coccygis"
"JBR2400186","OS Coccygis"
"JBRBPJ00181","OS Coccygis"
"JBRBPJ00182","OS Coccygis"
"JBRBPJ00183","OS Coccygis"
"JBRBPJ00184","OS Coccygis"
"JBRBPJ00185","OS Coccygis"
"JBRBPJ00186","OS Coccygis"
"JIAS000181","OS Coccygis"
"JIAS000182","OS Coccygis"
"JIAS000183","OS Coccygis"
"JIAS000184","OS Coccygis"
"JIAS000185","OS Coccygis"
"JIAS000186","OS Coccygis"
"JMAS000181","OS Coccygis"
"JMAS000182","OS Coccygis"
"JMAS000183","OS Coccygis"
"JMAS000184","OS Coccygis"
"JMAS000185","OS Coccygis"
"JMAS000186","OS Coccygis"
"JNE000181","OS Coccygis"
"JNE000182","OS Coccygis"
"JNE000183","OS Coccygis"
"JNE000184","OS Coccygis"
"JNE000185","OS Coccygis"
"JNE000186","OS Coccygis"
"KCI000181","OS Coccygis"
"KCI000182","OS Coccygis"
"KCI000183","OS Coccygis"
"KCI000184","OS Coccygis"
"KCI000185","OS Coccygis"
"KCI000186","OS Coccygis"
"KOP000181","OS Coccygis"
"KOP000182","OS Coccygis"
"KOP000183","OS Coccygis"
"KOP000184","OS Coccygis"
"KOP000185","OS Coccygis"
"KOP000186","OS Coccygis"
"KYCI00181","OS Coccygis"
"KYCI00182","OS Coccygis"
"KYCI00183","OS Coccygis"
"KYCI00184","OS Coccygis"
"KYCI00185","OS Coccygis"
"KYCI00186","OS Coccygis"
"MAG000181","OS Coccygis"
"MAG000182","OS Coccygis"
"MAG000183","OS Coccygis"
"MAG000184","OS Coccygis"
"MAG000185","OS Coccygis"
"MAG000186","OS Coccygis"
"MALIFE000181","OS Coccygis"
"MALIFE000182","OS Coccygis"
"MALIFE000183","OS Coccygis"
"MALIFE000184","OS Coccygis"
"MALIFE000185","OS Coccygis"
"MALIFE000186","OS Coccygis"
"MEDITAP000181","OS Coccygis"
"MEDITAP000182","OS Coccygis"
"MEDITAP000183","OS Coccygis"
"MEDITAP000184","OS Coccygis"
"MEDITAP000185","OS Coccygis"
"MEDITAP000186","OS Coccygis"
"MEGA000181","OS Coccygis"
"MEGA000182","OS Coccygis"
"MEGA000183","OS Coccygis"
"MEGA000184","OS Coccygis"
"MEGA000185","OS Coccygis"
"MEGA000186","OS Coccygis"
"MEGINS000181","OS Coccygis"
"MEGINS000182","OS Coccygis"
"MEGINS000183","OS Coccygis"
"MEGINS000184","OS Coccygis"
"MEGINS000185","OS Coccygis"
"MEGINS000186","OS Coccygis"
"MITAD000181","OS Coccygis"
"MITAD000182","OS Coccygis"
"MITAD000183","OS Coccygis"
"MITAD000184","OS Coccygis"
"MITAD000185","OS Coccygis"
"MITAD000186","OS Coccygis"
"MITSOTE000181","OS Coccygis"
"MITSOTE000182","OS Coccygis"
"MITSOTE000183","OS Coccygis"
"MITSOTE000184","OS Coccygis"
"MITSOTE000185","OS Coccygis"
"MITSOTE000186","OS Coccygis"
"NUSA000181","OS Coccygis"
"NUSA000182","OS Coccygis"
"NUSA000183","OS Coccygis"
"NUSA000184","OS Coccygis"
"NUSA000185","OS Coccygis"
"NUSA000186","OS Coccygis"
"OWLEXA000181","OS Coccygis"
"OWLEXA000182","OS Coccygis"
"OWLEXA000183","OS Coccygis"
"OWLEXA000184","OS Coccygis"
"OWLEXA000185","OS Coccygis"
"OWLEXA000186","OS Coccygis"
"PANFIC000181","OS Coccygis"
"PANFIC000182","OS Coccygis"
"PANFIC000183","OS Coccygis"
"PANFIC000184","OS Coccygis"
"PANFIC000185","OS Coccygis"
"PANFIC000186","OS Coccygis"
"PCEPYR000181","OS Coccygis"
"PCEPYR000182","OS Coccygis"
"PCEPYR000183","OS Coccygis"
"PCEPYR000184","OS Coccygis"
"PCEPYR000185","OS Coccygis"
"PCEPYR000186","OS Coccygis"
"PCROSS000181","OS Coccygis"
"PCROSS000182","OS Coccygis"
"PCROSS000183","OS Coccygis"
"PCROSS000184","OS Coccygis"
"PCROSS000185","OS Coccygis"
"PCROSS000186","OS Coccygis"
"PELIFE000181","OS Coccygis"
"PELIFE000182","OS Coccygis"
"PELIFE000183","OS Coccygis"
"PELIFE000184","OS Coccygis"
"PELIFE000185","OS Coccygis"
"PELIFE000186","OS Coccygis"
"PLN000181","OS Coccygis"
"PLN000182","OS Coccygis"
"PLN000183","OS Coccygis"
"PLN000184","OS Coccygis"
"PLN000185","OS Coccygis"
"PLN000186","OS Coccygis"
"PRUDEN000181","OS Coccygis"
"PRUDEN000182","OS Coccygis"
"PRUDEN000183","OS Coccygis"
"PRUDEN000184","OS Coccygis"
"PRUDEN000185","OS Coccygis"
"PRUDEN000186","OS Coccygis"
"PUFR000181","OS Coccygis"
"PUFR000182","OS Coccygis"
"PUFR000183","OS Coccygis"
"PUFR000184","OS Coccygis"
"PUFR000185","OS Coccygis"
"PUFR000186","OS Coccygis"
"SEQLIFE000181","OS Coccygis"
"SEQLIFE000182","OS Coccygis"
"SEQLIFE000183","OS Coccygis"
"SEQLIFE000184","OS Coccygis"
"SEQLIFE000185","OS Coccygis"
"SEQLIFE000186","OS Coccygis"
"SIMAS000181","OS Coccygis"
"SIMAS000182","OS Coccygis"
"SIMAS000183","OS Coccygis"
"SIMAS000184","OS Coccygis"
"SIMAS000185","OS Coccygis"
"SIMAS000186","OS Coccygis"
"SLYNK000181","OS Coccygis"
"SLYNK000182","OS Coccygis"
"SLYNK000183","OS Coccygis"
"SLYNK000184","OS Coccygis"
"SLYNK000185","OS Coccygis"
"SLYNK000186","OS Coccygis"
"SOMPO000181","OS Coccygis"
"SOMPO000182","OS Coccygis"
"SOMPO000183","OS Coccygis"
"SOMPO000184","OS Coccygis"
"SOMPO000185","OS Coccygis"
"SOMPO000186","OS Coccygis"
"SUMDAS000181","OS Coccygis"
"SUMDAS000182","OS Coccygis"
"SUMDAS000183","OS Coccygis"
"SUMDAS000184","OS Coccygis"
"SUMDAS000185","OS Coccygis"
"SUMDAS000186","OS Coccygis"
"SUNDAY000181","OS Coccygis"
"SUNDAY000182","OS Coccygis"
"SUNDAY000183","OS Coccygis"
"SUNDAY000184","OS Coccygis"
"SUNDAY000185","OS Coccygis"
"SUNDAY000186","OS Coccygis"
"SUNPDSA000181","OS Coccygis"
"SUNPDSA000182","OS Coccygis"
"SUNPDSA000183","OS Coccygis"
"SUNPDSA000184","OS Coccygis"
"SUNPDSA000185","OS Coccygis"
"SUNPDSA000186","OS Coccygis"
"SWPIA000181","OS Coccygis"
"SWPIA000182","OS Coccygis"
"SWPIA000183","OS Coccygis"
"SWPIA000184","OS Coccygis"
"SWPIA000185","OS Coccygis"
"SWPIA000186","OS Coccygis"
"TAKAFUL000181","OS Coccygis"
"TAKAFUL000182","OS Coccygis"
"TAKAFUL000183","OS Coccygis"
"TAKAFUL000184","OS Coccygis"
"TAKAFUL000185","OS Coccygis"
"TAKAFUL000186","OS Coccygis"
"TEMED000181","OS Coccygis"
"TEMED000182","OS Coccygis"
"TEMED000183","OS Coccygis"
"TEMED000184","OS Coccygis"
"TEMED000185","OS Coccygis"
"TEMED000186","OS Coccygis"
"TIMEDC000181","OS Coccygis"
"TIMEDC000182","OS Coccygis"
"TIMEDC000183","OS Coccygis"
"TIMEDC000184","OS Coccygis"
"TIMEDC000185","OS Coccygis"
"TIMEDC000186","OS Coccygis"
"TOMAR000181","OS Coccygis"
"TOMAR000182","OS Coccygis"
"TOMAR000183","OS Coccygis"
"TOMAR000184","OS Coccygis"
"TOMAR000185","OS Coccygis"
"TOMAR000186","OS Coccygis"
"TRAUT000181","OS Coccygis"
"TRAUT000182","OS Coccygis"
"TRAUT000183","OS Coccygis"
"TRAUT000184","OS Coccygis"
"TRAUT000185","OS Coccygis"
"TRAUT000186","OS Coccygis"
"YAKES000181","OS Coccygis"
"YAKES000182","OS Coccygis"
"YAKES000183","OS Coccygis"
"YAKES000184","OS Coccygis"
"YAKES000185","OS Coccygis"
"YAKES000186","OS Coccygis"
"ZURAD000181","OS Coccygis"
"ZURAD000182","OS Coccygis"
"ZURAD000183","OS Coccygis"
"ZURAD000184","OS Coccygis"
"ZURAD000185","OS Coccygis"
"ZURAD000186","OS Coccygis"
"ZURME000181","OS Coccygis"
"ZURME000182","OS Coccygis"
"ZURME000183","OS Coccygis"
"ZURME000184","OS Coccygis"
"ZURME000185","OS Coccygis"
"ZURME000186","OS Coccygis"
"AAA000187","OS Nasal"
"AAA000188","OS Nasal"
"AAA000189","OS Nasal"
"AAA000190","OS Nasal"
"AAA000191","OS Nasal"
"AAA000192","OS Nasal"
"ABDA000187","OS Nasal"
"ABDA000188","OS Nasal"
"ABDA000189","OS Nasal"
"ABDA000190","OS Nasal"
"ABDA000191","OS Nasal"
"ABDA000192","OS Nasal"
"ACADM000187","OS Nasal"
"ACADM000188","OS Nasal"
"ACADM000189","OS Nasal"
"ACADM000190","OS Nasal"
"ACADM000191","OS Nasal"
"ACADM000192","OS Nasal"
"ACPHLT000187","OS Nasal"
"ACPHLT000188","OS Nasal"
"ACPHLT000189","OS Nasal"
"ACPHLT000190","OS Nasal"
"ACPHLT000191","OS Nasal"
"ACPHLT000192","OS Nasal"
"ACPRM000187","OS Nasal"
"ACPRM000188","OS Nasal"
"ACPRM000189","OS Nasal"
"ACPRM000190","OS Nasal"
"ACPRM000191","OS Nasal"
"ACPRM000192","OS Nasal"
"ADIRA000187","OS Nasal"
"ADIRA000188","OS Nasal"
"ADIRA000189","OS Nasal"
"ADIRA000190","OS Nasal"
"ADIRA000191","OS Nasal"
"ADIRA000192","OS Nasal"
"ADM000187","OS Nasal"
"ADM000188","OS Nasal"
"ADM000189","OS Nasal"
"ADM000190","OS Nasal"
"ADM000191","OS Nasal"
"ADM000192","OS Nasal"
"AIA000187","OS Nasal"
"AIA000188","OS Nasal"
"AIA000189","OS Nasal"
"AIA000190","OS Nasal"
"AIA000191","OS Nasal"
"AIA000192","OS Nasal"
"ALLI000187","OS Nasal"
"ALLI000188","OS Nasal"
"ALLI000189","OS Nasal"
"ALLI000190","OS Nasal"
"ALLI000191","OS Nasal"
"ALLI000192","OS Nasal"
"ANGPUR000187","OS Nasal"
"ANGPUR000188","OS Nasal"
"ANGPUR000189","OS Nasal"
"ANGPUR000190","OS Nasal"
"ANGPUR000191","OS Nasal"
"ANGPUR000192","OS Nasal"
"ANUMAP000187","OS Nasal"
"ANUMAP000188","OS Nasal"
"ANUMAP000189","OS Nasal"
"ANUMAP000190","OS Nasal"
"ANUMAP000191","OS Nasal"
"ANUMAP000192","OS Nasal"
"ASIAS000187","OS Nasal"
"ASIAS000188","OS Nasal"
"ASIAS000189","OS Nasal"
"ASIAS000190","OS Nasal"
"ASIAS000191","OS Nasal"
"ASIAS000192","OS Nasal"
"ASKRI000187","OS Nasal"
"ASKRI000188","OS Nasal"
"ASKRI000189","OS Nasal"
"ASKRI000190","OS Nasal"
"ASKRI000191","OS Nasal"
"ASKRI000192","OS Nasal"
"ASTBUA000187","OS Nasal"
"ASTBUA000188","OS Nasal"
"ASTBUA000189","OS Nasal"
"ASTBUA000190","OS Nasal"
"ASTBUA000191","OS Nasal"
"ASTBUA000192","OS Nasal"
"ASTVIV000187","OS Nasal"
"ASTVIV000188","OS Nasal"
"ASTVIV000189","OS Nasal"
"ASTVIV000190","OS Nasal"
"ASTVIV000191","OS Nasal"
"ASTVIV000192","OS Nasal"
"AVRIST000187","OS Nasal"
"AVRIST000188","OS Nasal"
"AVRIST000189","OS Nasal"
"AVRIST000190","OS Nasal"
"AVRIST000191","OS Nasal"
"AVRIST000192","OS Nasal"
"AXMAN000187","OS Nasal"
"AXMAN000188","OS Nasal"
"AXMAN000189","OS Nasal"
"AXMAN000190","OS Nasal"
"AXMAN000191","OS Nasal"
"AXMAN000192","OS Nasal"
"AXRAL000187","OS Nasal"
"AXRAL000188","OS Nasal"
"AXRAL000189","OS Nasal"
"AXRAL000190","OS Nasal"
"AXRAL000191","OS Nasal"
"AXRAL000192","OS Nasal"
"BCA000187","OS Nasal"
"BCA000188","OS Nasal"
"BCA000189","OS Nasal"
"BCA000190","OS Nasal"
"BCA000191","OS Nasal"
"BCA000192","OS Nasal"
"BLI000187","OS Nasal"
"BLI000188","OS Nasal"
"BLI000189","OS Nasal"
"BLI000190","OS Nasal"
"BLI000191","OS Nasal"
"BLI000192","OS Nasal"
"BNLI000187","OS Nasal"
"BNLI000188","OS Nasal"
"BNLI000189","OS Nasal"
"BNLI000190","OS Nasal"
"BNLI000191","OS Nasal"
"BNLI000192","OS Nasal"
"BOSAD000187","OS Nasal"
"BOSAD000188","OS Nasal"
"BOSAD000189","OS Nasal"
"BOSAD000190","OS Nasal"
"BOSAD000191","OS Nasal"
"BOSAD000192","OS Nasal"
"BRLII000187","OS Nasal"
"BRLII000188","OS Nasal"
"BRLII000189","OS Nasal"
"BRLII000190","OS Nasal"
"BRLII000191","OS Nasal"
"BRLII000192","OS Nasal"
"BUMDA000187","OS Nasal"
"BUMDA000188","OS Nasal"
"BUMDA000189","OS Nasal"
"BUMDA000190","OS Nasal"
"BUMDA000191","OS Nasal"
"BUMDA000192","OS Nasal"
"CADM000187","OS Nasal"
"CADM000188","OS Nasal"
"CADM000189","OS Nasal"
"CADM000190","OS Nasal"
"CADM000191","OS Nasal"
"CADM000192","OS Nasal"
"CAR000187","OS Nasal"
"CAR000188","OS Nasal"
"CAR000189","OS Nasal"
"CAR000190","OS Nasal"
"CAR000191","OS Nasal"
"CAR000192","OS Nasal"
"CHBB000187","OS Nasal"
"CHBB000188","OS Nasal"
"CHBB000189","OS Nasal"
"CHBB000190","OS Nasal"
"CHBB000191","OS Nasal"
"CHBB000192","OS Nasal"
"CHIN000187","OS Nasal"
"CHIN000188","OS Nasal"
"CHIN000189","OS Nasal"
"CHIN000190","OS Nasal"
"CHIN000191","OS Nasal"
"CHIN000192","OS Nasal"
"CLIFEA000187","OS Nasal"
"CLIFEA000188","OS Nasal"
"CLIFEA000189","OS Nasal"
"CLIFEA000190","OS Nasal"
"CLIFEA000191","OS Nasal"
"CLIFEA000192","OS Nasal"
"CMNP000187","OS Nasal"
"CMNP000188","OS Nasal"
"CMNP000189","OS Nasal"
"CMNP000190","OS Nasal"
"CMNP000191","OS Nasal"
"CMNP000192","OS Nasal"
"DAYIN000187","OS Nasal"
"DAYIN000188","OS Nasal"
"DAYIN000189","OS Nasal"
"DAYIN000190","OS Nasal"
"DAYIN000191","OS Nasal"
"DAYIN000192","OS Nasal"
"EKALI000187","OS Nasal"
"EKALI000188","OS Nasal"
"EKALI000189","OS Nasal"
"EKALI000190","OS Nasal"
"EKALI000191","OS Nasal"
"EKALI000192","OS Nasal"
"EQUITY000187","OS Nasal"
"EQUITY000188","OS Nasal"
"EQUITY000189","OS Nasal"
"EQUITY000190","OS Nasal"
"EQUITY000191","OS Nasal"
"EQUITY000192","OS Nasal"
"FULLTON000187","OS Nasal"
"FULLTON000188","OS Nasal"
"FULLTON000189","OS Nasal"
"FULLTON000190","OS Nasal"
"FULLTON000191","OS Nasal"
"FULLTON000192","OS Nasal"
"FWDLi000187","OS Nasal"
"FWDLi000188","OS Nasal"
"FWDLi000189","OS Nasal"
"FWDLi000190","OS Nasal"
"FWDLi000191","OS Nasal"
"FWDLi000192","OS Nasal"
"GENE000187","OS Nasal"
"GENE000188","OS Nasal"
"GENE000189","OS Nasal"
"GENE000190","OS Nasal"
"GENE000191","OS Nasal"
"GENE000192","OS Nasal"
"GRAST000187","OS Nasal"
"GRAST000188","OS Nasal"
"GRAST000189","OS Nasal"
"GRAST000190","OS Nasal"
"GRAST000191","OS Nasal"
"GRAST000192","OS Nasal"
"HADOC000187","OS Nasal"
"HADOC000188","OS Nasal"
"HADOC000189","OS Nasal"
"HADOC000190","OS Nasal"
"HADOC000191","OS Nasal"
"HADOC000192","OS Nasal"
"HARTA000187","OS Nasal"
